,Spar,Ctro,Smik,Spom,Cgui,Soct,Clus,Sklu,Ncra,Ylip,Calb,Lelo,Agos,Klac,Sbay,Anid,Dhan,Scas,Sjap,Cpar,Scer,Cgla,Kwal
0,62,30,66,7,20,10,35,29,57,34,45,25,66,35,52,44,16,43,30,18,199,37,30
